scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 06:34:00.025753,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
6 nights · 

April 2022

","
April 2022
","
Couple
", 7.0 ,"Location was great for jfk/UMass ""T"" station.",N/A,"
April 2022
"
2022-12-10 06:34:00.063852,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
1 night · 

April 2022

","
April 2022
","
Family
", 9.0 ,"Friendly staff, comfortable bed and pillows, good hot continental breakfast, easy walk to the train.",N/A,"
April 2022
"
2022-12-10 06:34:00.081464,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
2 nights · 

April 2022

","
April 2022
","
Family
", 9.0 ,"The staff was great...
The breakfast was very good...
They have a shuttle that goes to town.","Needs better communication with the shuttle driver, going back to hotel.
We ended up paying for an Uber, as the driver was at a different area outside the Convention Center.","
April 2022
"
2022-12-10 06:34:00.095645,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
2 nights · 

April 2022

","
April 2022
","
Solo traveler
", 8.0 ,Staff was helpful. Room was comfy.,Location is a bit of a walk from the MBTA line.,"
April 2022
"
2022-12-10 06:34:00.110225,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
1 night · 

April 2022

","
April 2022
","
Couple
", 7.0 ,I missed breakfast. They didn’t inform us when breakfast was to be held and also it was 18 dollars a person.,The view was kind of constructiony.,"
April 2022
"
2022-12-10 06:34:00.123375,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Disability Access/Non-Smoking
","
1 night · 

April 2022

","
April 2022
","
Family
", 8.0 ,"the area close to the city of Boston and Airport, the cafeteria and personal at the reception.","wasn’t that clean, curtains were visible dirty and looked like the room wasn’t properly vacuumed since we found a few hair pins around the room however, bathroom, towels, bed looked properly clean.","
April 2022
"
2022-12-10 06:34:00.136105,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
1 night · 

April 2022

","
April 2022
","
Solo traveler
", 7.0 ,it was perfect tho y’all the best,everything,"
April 2022
"
2022-12-10 06:34:02.235286,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
5 nights · 

February 2022

","
February 2022
","
Couple
", 7.0 ,our room was nice and big and very clean on arrival. very close to Carson beach which is a lovely walk. staff were very helpful.,good to be aware that ‘breakfast included’ is only up to a certain amount and you will be charged anything there after.,"
February 2022
"
2022-12-10 06:34:02.252132,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
2 nights · 

February 2022

","
February 2022
","
Family
", 8.0 ,staff was very friendly,N/A,"
February 2022
"
2022-12-10 06:34:02.266688,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room with Two Double Beds - Disability Access/Non-Smoking
","
1 night · 

February 2022

","
February 2022
","
Family
", 7.0 ,The pillows and mattress were quite comfortable.,"I thought it was ridiculous that I had to pay 19 dollars to park my car while a guest at your hotel. Also, in Virginia Beach we don't have to present vaccination cards to eat at your hotel cafe. That is the most ridiculous stipulation ever.. especially after waiting until the food is ordered and paid in full.","
February 2022
"
2022-12-10 06:34:02.279867,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
6 nights · 

January 2022

","
January 2022
","
Couple
", 9.0 ,"no mircrowave in room. had to take food to lobby to
reheat.",N/A,"
January 2022
"
2022-12-10 06:34:02.293100,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room with Two Double Beds - Disability Access/Non-Smoking
","
1 night · 

January 2022

","
January 2022
","
Family
", 8.0 ,The security guy making the guest uncomfortable by staring anytime someone walks into the lobby and stay the same spot front desk and you could tell that he just be all up in ppl business,N/A,"
January 2022
"
2022-12-10 06:34:02.307086,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
2 nights · 

January 2022

","
January 2022
","
Couple
", 7.0 ,close to the t,"parking was weird, small entrance area","
January 2022
"
2022-12-10 06:34:02.319283,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
1 night · 

December 2021

","
December 2021
","
Family
", 8.0 ,only had rooms with king or two double beds.   We had three adults and would have liked two queen beds,N/A,"
December 2021
"
2022-12-10 06:34:02.331608,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
1 night · 

January 2022

","
January 2022
","
Family
", 9.0 ,room was great and breakfast was outstanding.,"I didn't like the price change from $103 on website to paying $113 at hotel. Also, it listed parking but that was a $19 up charge as well.","
January 2022
"
2022-12-10 06:34:02.343843,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
1 night · 

January 2022

","
January 2022
","
Couple
", 9.0 ,"Friendly staff, big TV, mini-fridge,  microwave","Paying extra for parking, furniture is a little old-springy mattress","
January 2022
"
2022-12-10 06:34:02.358547,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
1 night · 

November 2021

","
November 2021
","
Solo traveler
", 8.0 ,"No breakfast  for early departures  to airport, bummer.","Breakfast, ,none.","
November 2021
"
2022-12-10 06:34:04.455867,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
3 nights · 

December 2021

","
December 2021
","
Family
", 7.0 ,Very friendly staff,Nothing,"
December 2021
"
2022-12-10 06:34:04.470021,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Disability Access/Non-Smoking
","
1 night · 

November 2021

","
November 2021
","
Solo traveler
", 9.0 ,"clean, convenient location, and responsible staff",I was able to hear voices of people next door very easily.,"
November 2021
"
2022-12-10 06:34:04.483368,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
1 night · 

November 2021

","
November 2021
","
Family
", 7.0 ,"I chose this hotel instead of the downtown location because of the lower price. The train station is a 5 min walk down the road, so it's convenient if you want to explore the city. The room suited our needs with some good amenities. The beds were very soft and comfortable.
The overall experience was not too bad.","The view is nothing to write home about. Industrial view of the Santander parking lot across the street.
This place could use some upkeep. The front doors are stiff and difficult to open unless you press the automatic door opener every time. Even the automatic door opener is a bit finicky.
Like other reviewers, I also had the experience of the tub draining very slowly. The water drained eventually, but it's not a pleasant experience to stand in dirty water when you're trying to shower.
We didn't bother to try the breakfast since it cost extra and the quality looked about the same as any continental breakfast.
I was excited to stay in a DoubleTree for the first time since I'd heard good things about the cookies. However, they were disappointing. They were warm, but dry. Also, I never knew they contained nuts. Seems unnecessary given the amount of people with nut allergies. Most people prefer a regular chocolate chip cookie, so adding nuts just seems like a waste.
For the price point, the standards should be higher. Next time, I'd choose a different hotel over DoubleTree..","
November 2021
"
2022-12-10 06:34:04.495992,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
1 night · 

November 2021

","
November 2021
","
Couple
", 8.0 ,"Easy check in, room was clean, staff were very pleasant and professional.","I was not aware that you have to pay for parking.  I was very unhappy about it considering I was going to book another hotel I frequent often, with comparable prices and went with this one.  Had I known, I would have went to my other option which has free parking and is more upscale.","
November 2021
"
2022-12-10 06:34:04.508393,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
3 nights · 

November 2021

","
November 2021
","
Couple
", 7.0 ,We got a shuttle from the hotel to the airport day of departure. We were able to store luggage from checkout until we returned for our shuttle same day.,"Close but not close enough to the subway line with lots of crosswalks and busy streets, poor lighting from hotel to subway line. No housekeeping services during our 3 night stay meaning we used the same towel all three days. I woke 2:45 one morning to loud noise in hallway and discarded food in front of door across from ours later in morning.","
November 2021
"
2022-12-10 06:34:04.521874,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
3 nights · 

August 2021

","
August 2021
","
Family
", 8.0 ,They were professional and helpful to resolve a reservation matter.,N/A,"
August 2021
"
2022-12-10 06:34:04.535242,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
1 night · 

October 2021

","
October 2021
","
Family
", 8.0 ,No breakfast,Location not close to city,"
October 2021
"
2022-12-10 06:34:04.547630,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
King Room - Non-Smoking
","
1 night · 

October 2021

","
October 2021
","
Couple
", 8.0 ,"The hotel is located in a convenient location south of Boston Downtown. The room was very clean and bed very comfortable! Loved the contactless check in, digital key, and check out process",the parking lot is across the street and a little far from the hotel entrance. It was raining and it would have been nice to be offered a valet parking service providing the parking fee was high for overnight in a non-downtown location,"
October 2021
"
2022-12-10 06:34:04.559993,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Deluxe King Room - Non-Smoking
","
2 nights · 

October 2021

","
October 2021
","
Couple
", 7.0 ,They were able to accommodate an early check in. Room was pretty average.,"View from the rear of property was poor.
For the amount of money it cost to stay two nights, it was borderline insulting for the possible extra charges (we didn’t use any of these, to charge $2.50 for a bottle of water, $10 a day for internet, $20 per person for breakfast).","
October 2021
"
2022-12-10 06:34:04.573954,DoubleTree by Hilton Hotel Boston Bayside,"
240 Mount Vernon Street, Dorchester, Boston, MA 02125, United States of America
",7.6,Good ,"1,048 reviews","
Double Room - Non-Smoking 
","
2 nights · 

October 2021

","
October 2021
","
Couple
", 7.0 ,The room was clean. The lobby was clean. The location felt like a safe area and close to the city and airport but out of the main traffic area.,"The walls were so thin, we could hear every word of the people in he room next door and everything on their tv. The breakfast was $15 per person and was not good. I tried a stale croissant, stale toast that was supposed to be french toast, no fruit, just a small selection of generic, basic, not fresh, hotel food. Most lower class hotels would have these type of items for free.  The parking is $20 a day and it's at a nearby college. The view is of a parking lot under construction, with a distant bay view. Bathroom faucets were installed incorrectly so they leak water all over the counter.","
October 2021
"
2022-12-10 06:34:12.597412,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,The Verb is always comfortable and the staff is so friendly and accommodating.,N/A,"
November 2022
"
2022-12-10 06:34:12.609503,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,"Best breakfast bar ever. Amelia made delicious smoothies,  croissants 3 varieties, 3 kinds of muffins, waffles, yogurt, coffee bar, eggs you name it. Killer vibe if you like music, great Japanese restaurant attached we had an incredible dinner there  at Hojoko, bought a gift certificate too for my daughter to come eat there.",There was only one negative and that was there is no A/C and no way to shut off the heat so our room never got under 74 degrees and we prefer 65 to sleep. Slept on top of our beds as too hot to sleep under any covers.,"
November 2022
"
2022-12-10 06:34:12.621830,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
4 nights · 

November 2022

","
November 2022
","
Group
", 10 ,The staff is so welcoming and helpful. Breakfast was great with live music! The rooms were fun clean and comfortable. Great vibe.,N/A,"
November 2022
"
2022-12-10 06:34:12.633425,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

November 2022

","
November 2022
","
Couple
", 8.0 ,the heated pool was nice.,long hallways were some times confusing.,"
November 2022
"
2022-12-10 06:34:12.645316,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Pool View
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,"fun, whimsical, comfortable",N/A,"
November 2022
"
2022-12-10 06:34:12.657028,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
1 night · 

November 2022

","
November 2022
","
Group
", 8.0 ,internet search,location to Fenway Park area is excellent. pool was great. Verb does lots of little things that makes staying there unique. The hotel itself is a fun place.,"
November 2022
"
2022-12-10 06:34:12.671437,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 9.0 ,"Excellent location for what why we were in the city.  Room available early, staff were friendly and helpful.  One of my fave Aerosmith albums in the room.","Room was way too warm.  Had to open a window, and that really did not help.  Pillows wicked uncomfortable.","
November 2022
"
2022-12-10 06:34:12.683512,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
2 nights · 

November 2022

","
November 2022
","
Family
", 9.0 ,"A great hotel concept
Very helpful and friendly staff.
Very clean 
Bar in the hotel
Breakfast
Everything was more then expected, we will always go there without any doubt.","parking cost
bathroom door was not closing completely.
the fridge in the room was noisy","
November 2022
"
2022-12-10 06:34:12.695909,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,really fun hipster hotel. will be back for sure! great location and excellent staff.,N/A,"
October 2022
"
2022-12-10 06:34:12.707913,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

November 2022

","
November 2022
","
Group
", 10 ,"The entire vibe at The Verb was awesome! From Dave our valet to all the staff at the front desk. Grabbed some more vinyl to rock out while we got ready before we headed out for Halloween. Great location, room was comfy and good selection for the breakfast that was included. They definitely pay homage to all of music history! Can't wait to book another stay.",Lighting in the room could be a bit better,"
November 2022
"
2022-12-10 06:34:14.815525,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
King Room with Ballpark View
","
1 night · 

August 2022

","
August 2022
","
Couple
", 8.0 ,The Event was on until around 9 and when we came back to hotel hoping to get some dinner and drinks we were told the bar and restaurant had been closed. Kind of an oversight to close a restaurant when most of the people renting out rooms went to that event.,N/A,"
August 2022
"
2022-12-10 06:34:14.828792,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,"The design, the pre picked records, the staff was awesome!!",The $68 valet parking was a big bummer.,"
November 2022
"
2022-12-10 06:34:14.840839,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
1 night · 

November 2022

","
November 2022
","
Solo traveler
", 9.0 ,uniqueness,N/A,"
November 2022
"
2022-12-10 06:34:14.853568,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
6 nights · 

October 2022

","
October 2022
","
Couple
", 9.0 ,"a super cool rock themed former motel where the staff are fantastic, breakfast is wonderful and the LP choice is better than any other hotel I have ever stayed at","nothing, it was great","
October 2022
"
2022-12-10 06:34:14.867615,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
3 nights · 

October 2022

","
October 2022
","
Couple
", 10 ,"We LOVED the heated outdoor pool, the vinyl collections & player in bedroom, the breakfast and the super welcoming staff.",It’s a bit far from the city centre but we knew that when we booked it. Overall one of our favourite stays ever!,"
October 2022
"
2022-12-10 06:34:14.880151,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Family
", 10 ,"Place was excellent, themes were quality and staff super friendly",Nothing,"
October 2022
"
2022-12-10 06:34:14.892513,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

October 2022

","
October 2022
","
Family
", 10 ,"My favorite ever city hotel experience. Funky decor, comfortable rooms and the best staff. The heated pool was perfect and the record player in the room kept our son entertained for hours, and they even gave us a record to keep so that he could start his record collection! I would recommend it to everyone coming to Boston!",I had to leave :(,"
October 2022
"
2022-12-10 06:34:14.907155,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
1 night · 

October 2022

","
October 2022
","
Couple
", 10 ,Our  first time here the entire place is so cool all of the nostalgia it's a must stay for music lovers. We got to play vinyl records right in our room. The rooms were so clean and beautiful. The bed was super comfy and spacious . Amazing staff,There was not 1 thing I would have changed,"
October 2022
"
2022-12-10 06:34:14.920765,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

October 2022

","
October 2022
","
Group
", 10 ,This is such a fun hotel!  All about music theme.  A record player in the room with a small selection of “vinyl” in the room with a large selection in the lobby.  Great breakfast with the room and coffee (cold and hot) from a beer type tap in the lobby.,I liked everything and can’t wait to go back!,"
October 2022
"
2022-12-10 06:34:14.932975,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

October 2022

","
October 2022
","
Group
", 10 ,music everywhere! retro vibes,N/A,"
October 2022
"
2022-12-10 06:34:17.033299,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

October 2022

","
October 2022
","
Family
", 10 ,staff is excellent. Breakfast was incredible. Lots of choices.,N/A,"
October 2022
"
2022-12-10 06:34:17.047832,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

October 2022

","
October 2022
","
Family
", 10 ,"What a great place this was, the location is perfect the food and the restaurant was delicious the rooms were really large for Boston, it backs up to Fenway and what a truly fun concept with the nitro coffee in the lobby and the checkout records. We will be back",I actually thought this was a fantastic use of an older hotel building without tearing down the old motel style they turned it into this very cool thing. Please don’t let the age of the building turn you off,"
October 2022
"
2022-12-10 06:34:17.060740,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
1 night · 

October 2022

","
October 2022
","
Couple
", 10 ,"Everything about the Verb was totally amazing. I love this place. The decor is awesome, so cool.",N/A,"
October 2022
"
2022-12-10 06:34:17.073807,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room with Pool View
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,The records in the room.  The convenient location (to Fenway Park).,N/A,"
October 2022
"
2022-12-10 06:34:17.087233,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

October 2022

","
October 2022
","
Family
", 10 ,"friendly and welcoming staff, such a cool vibe and small touches everywhere. My teens loved it!!",N/A,"
October 2022
"
2022-12-10 06:34:17.099137,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
2 nights · 

October 2022

","
October 2022
","
Family
", 10 ,The music-themed decor was such a fun change from the conventional hotel. We had a great time playing old records in our room that we got from the hotel (and showing our teenager how one worked :)). Lobby had cold brew coffee taps at all times - a great amenity. Room was very comfortable and the location was great.,N/A,"
October 2022
"
2022-12-10 06:34:17.111243,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,The staff was so friendly and welcoming. They were very informative and down to Earth. The whole concept of this hotel was awesome! I enjoyed the uniqueness of it all. The location was perfect and there were so many restaurants to choose from. It's like a mini museum.,The only thing I wish was better were the amount of records to choose from.,"
October 2022
"
2022-12-10 06:34:17.123364,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
4 nights · 

October 2022

","
October 2022
","
Family
", 8.0 ,"The staff were very nice, Breakfast was decent & I loved the convenience. The location was great, the hotel was clean & I enjoyed the vibe. My only complaint was the bed was not very comfortable, after a day or two my back hurt. Overall very good experience.",Bed & linens.,"
October 2022
"
2022-12-10 06:34:17.136322,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,"The location of this hotel is perfect!  Close to Fenway, subway, restaurants and walking distance to Commons.  The beds were super comfy and absolutely loved the toiletries in our room.  The rock & roll vibe was super cool!  The restaurant and pool area was great for a nice cocktail and gathering with guests.   I would stay here again!   Thank you Verb","Our view was of the parking lot - would have preferred a pool view.  Other than that, it was great!","
October 2022
"
2022-12-10 06:34:17.149890,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard King Room
","
1 night · 

September 2022

","
September 2022
","
Group
", 9.0 ,Everything was great!,N/A,"
September 2022
"
2022-12-10 06:34:19.251105,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

October 2022

","
October 2022
","
Family
", 10 ,"One of the most memorable hotels we have ever stayed at in the US. Fun, different, friendly staff. Fantastic location. Great adjacent restaurant.","Not the property fault, google maps has walking directions that you put you on the backside of the property (facing Fenway Park) but it is walled off.","
October 2022
"
2022-12-10 06:34:19.267767,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Couple
", 10 ,Cute and fun hotel in a great location! The staff was super kind as well.,Nothing that I can think of!,"
October 2022
"
2022-12-10 06:34:19.283262,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
King Room with Ballpark View
","
1 night · 

October 2022

","
October 2022
","
Couple
", 10 ,Very cool classic rock vibe. Staff was great!,N/A,"
October 2022
"
2022-12-10 06:34:19.296801,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Couple
", 10 ,commitment to theme was above and beyond!! We are talking Disney level attention to detail!!,valet only and it was a little pricey for not being in a secure space,"
October 2022
"
2022-12-10 06:34:19.309070,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
4 nights · 

September 2022

","
September 2022
","
Couple
", 8.0 ,Fun ode to the music industry. Lots of memorabilia and LPs to play in your room. Great breakfast selections. Location is perfect for ball games and concerts.  Quiet in the room in spite of rock n’ roll vibe.,It is the same all around Boston for accommodation—pricey!,"
September 2022
"
2022-12-10 06:34:19.322604,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Couple
", 10 ,The Atmosphere.  The staff. The pool. The breakfast.,n/a,"
September 2022
"
2022-12-10 06:34:19.336421,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,767 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,"clean, the vibe was comforting colourful,",N/A,"
October 2022
"
